snapshot,expiry,T,cp,strike,bid,ask,mid,volume,openInterest,impliedVolatility,spot
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,705.0,60.37,64.22,62.295,1.0,117.0,0.30408410766601557,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,710.0,55.46,59.3,57.379999999999995,33.0,477.0,0.28766581481933584,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,715.0,50.61,54.4,52.504999999999995,4.0,1066.0,0.2714306256103516,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,720.0,45.79,49.6,47.695,4.0,64.0,0.25690440368652345,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,721.0,44.84,48.64,46.74,6.0,1.0,0.25391371093750004,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,722.0,43.88,47.69,45.785,4.0,1.0,0.2511366390991211,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,723.0,42.93,46.74,44.835,4.0,82.0,0.24829853271484376,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,724.0,41.98,45.78,43.879999999999995,2.0,3.0,0.2452468054199219,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,725.0,41.03,44.84,42.935,3.0,34.0,0.2425612854003906,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,726.0,40.08,43.89,41.985,4.0,,0.23963162719726558,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,727.0,39.14,42.92,41.03,1.0,1.0,0.23630524444580076,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,728.0,38.2,42.0,40.1,3.0,23.0,0.23389437988281248,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,730.0,36.33,40.14,38.235,4.0,24.0,0.22858437438964846,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,731.0,35.39,39.19,37.29,,2.0,0.2255021298217773,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,732.0,34.47,38.26,36.364999999999995,1.0,2.0,0.22272505798339842,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,733.0,33.54,37.34,35.44,1.0,1.0,0.22010057250976559,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,735.0,31.7,35.51,33.605,1.0,34.0,0.21488211883544922,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,737.0,29.88,33.7,31.79,1.0,1.0,0.2098162515258789,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,738.0,28.98,32.77,30.875,1.0,11.0,0.20676452423095698,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,740.0,27.19,30.69,28.94,44.0,12.0,0.19687692779541016,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,741.0,26.3,29.86,28.08,1.0,3.0,0.19538158142089845,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,742.0,25.42,28.97,27.195,1.0,4.0,0.19278761322021482,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,743.0,24.55,28.13,26.34,7.0,6.0,0.19095657684326173,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,744.0,23.68,27.3,25.490000000000002,1.0,175.0,0.18918657501220704,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,745.0,22.82,26.46,24.64,2.0,22.0,0.1871724349975586,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,746.0,21.96,25.52,23.740000000000002,2.0,174.0,0.1835103622436523,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,747.0,21.11,24.69,22.9,1.0,1.0,0.1814962222290039,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,748.0,20.27,23.89,22.08,1.0,5.0,0.17981777221679687,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,749.0,19.44,23.09,21.265,6.0,7.0,0.17801725311279298,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,750.0,18.62,22.35,20.485,4.0,65.0,0.17701018310546873,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,751.0,17.81,21.55,19.68,100.0,1.0,0.1749960430908203,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,752.0,17.0,20.79,18.895,67.0,9.0,0.17343966217041018,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,753.0,16.21,20.04,18.125,111.0,5.0,0.17191379852294925,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,754.0,15.42,19.3,17.36,100.0,12.0,0.1703879348754883,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,755.0,14.65,18.53,16.59,253.0,37.0,0.16831276031494147,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,756.0,14.85,16.8,15.825,1.0,21.0,0.15293205474853522,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,757.0,14.11,16.03,15.07,61.0,8.0,0.15075006973266608,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,758.0,13.39,15.28,14.335,80.0,44.0,0.14869015380859374,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,759.0,12.51,15.15,13.83,341.0,156.0,0.15479360839843753,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,760.0,11.2,13.4,12.3,837.0,249.0,0.13904669555664065,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,761.0,11.09,13.31,12.2,258.0,214.0,0.1453027365112305,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,762.0,10.46,12.86,11.66,469.0,494.0,0.14655394470214844,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,763.0,9.8,11.94,10.870000000000001,250.0,391.0,0.1414575601196289,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,764.0,8.93,11.53,10.23,226.0,282.0,0.14286135467529298,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,765.0,9.1,10.0,9.55,538.0,1352.0,0.12943375457763673,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,766.0,7.78,9.86,8.82,810.0,1839.0,0.1339808282470703,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,767.0,7.99,8.78,8.385,1542.0,1844.0,0.12604633728027342,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,768.0,7.35,8.3,7.825,252.0,1652.0,0.12572590591430666,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,769.0,6.82,7.76,7.29,276.0,419.0,0.12439840454101564,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,770.0,6.32,6.94,6.630000000000001,671.0,2213.0,0.11911891632080077,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,771.0,5.8,6.75,6.275,201.0,418.0,0.12195702270507813,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,772.0,5.34,6.2,5.77,221.0,856.0,0.11975977905273436,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,773.0,4.34,5.8,5.07,168.0,772.0,0.11933253723144531,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,774.0,4.0,6.2,5.1,237.0,1344.0,0.12979996185302733,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,775.0,4.23,5.59,4.91,297.0,1112.0,0.1261378890991211,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,776.0,3.54,4.74,4.140000000000001,548.0,491.0,0.1186611572265625,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,777.0,3.37,4.18,3.775,275.0,380.0,0.11487701538085937,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,778.0,2.88,3.82,3.3499999999999996,137.0,823.0,0.11371735900878906,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,779.0,2.59,3.65,3.12,136.0,777.0,0.11524322265625,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,780.0,1.98,3.68,2.83,955.0,3369.0,0.1198208135986328,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,781.0,2.06,3.04,2.55,336.0,600.0,0.11338166900634765,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,782.0,1.83,2.77,2.3,84.0,525.0,0.11258821990966797,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,783.0,1.59,2.55,2.07,111.0,321.0,0.11243563354492186,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,784.0,1.37,2.34,1.855,470.0,421.0,0.11216097808837888,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,785.0,0.78,2.46,1.62,513.0,3245.0,0.11798977722167968,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,786.0,0.98,1.98,1.48,81.0,471.0,0.11209994354248046,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,787.0,0.81,1.83,1.32,260.0,1088.0,0.11231356445312499,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,788.0,0.66,1.68,1.17,291.0,920.0,0.11231356445312499,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,789.0,0.53,1.55,1.04,300.0,537.0,0.11255770263671874,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,790.0,0.64,1.1,0.8700000000000001,436.0,1156.0,0.10440959075927733,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,791.0,0.34,1.33,0.8350000000000001,173.0,1059.0,0.11341218627929686,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,792.0,0.49,0.91,0.7,50.0,715.0,0.10474528076171874,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,793.0,0.12,1.15,0.635,137.0,685.0,0.11451080810546876,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,794.0,0.05,1.08,0.5650000000000001,141.0,740.0,0.11542632629394532,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,795.0,0.17,0.54,0.35500000000000004,285.0,847.0,0.09986251708984376,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,796.0,0.1,0.95,0.525,90.0,684.0,0.11707425903320312,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,797.0,0.18,0.89,0.535,145.0,466.0,0.1178677081298828,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,798.0,0.32,0.85,0.585,70.0,508.0,0.11921046813964843,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,799.0,0.28,0.81,0.545,109.0,263.0,0.12049219360351562,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,800.0,0.25,0.35,0.3,310.0,1884.0,0.10291424438476562,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,801.0,0.22,0.74,0.48,19.0,515.0,0.12311667907714845,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,802.0,0.19,0.4,0.29500000000000004,94.0,184.0,0.11036045898437499,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,803.0,0.17,0.23,0.2,137.0,482.0,0.10193769165039063,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,804.0,0.16,0.68,0.42000000000000004,233.0,527.0,0.1283046154785156,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,805.0,0.01,0.66,0.335,457.0,720.0,0.1299525482177734,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,806.0,0.13,0.65,0.39,1.0,262.0,0.13196668823242189,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,807.0,0.11,0.63,0.37,22.0,108.0,0.13355358642578125,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,808.0,0.1,0.62,0.36,303.0,381.0,0.1355066918945313,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,809.0,0.09,0.61,0.35,22.0,638.0,0.1374597973632813,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,810.0,0.08,0.6,0.33999999999999997,17.0,343.0,0.13941290283203128,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,811.0,0.08,0.59,0.33499999999999996,4.0,97.0,0.1412439392089844,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,812.0,0.07,0.59,0.32999999999999996,3.0,196.0,0.14368532104492188,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,813.0,0.06,0.29,0.175,3.0,407.0,0.12806047729492187,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,814.0,0.06,0.57,0.31499999999999995,68.0,177.0,0.14734739379882814,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,815.0,0.05,0.57,0.31,13.0,959.0,0.14966670654296876,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,816.0,0.05,0.56,0.30500000000000005,4.0,248.0,0.15143670837402345,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,817.0,0.05,0.56,0.30500000000000005,2.0,110.0,0.15369498657226563,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,818.0,0.04,0.56,0.30000000000000004,10.0,174.0,0.15601429931640626,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,819.0,0.04,0.55,0.29500000000000004,210.0,341.0,0.1577232666015625,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,820.0,0.03,0.55,0.29000000000000004,28.0,219.0,0.16004257934570312,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,821.0,0.03,0.55,0.29000000000000004,2.0,434.0,0.16223982299804687,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,822.0,0.03,0.54,0.28500000000000003,1.0,108.0,0.16394879028320314,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,823.0,0.03,0.25,0.14,2.0,314.0,0.145516357421875,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,824.0,0.03,0.5,0.265,1.0,24.0,0.16602396484375004,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,825.0,0.02,0.48,0.25,6.0,2083.0,0.16700051757812504,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,830.0,0.02,0.05,0.035,24.0,225.0,0.1289149609375,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,835.0,0.01,0.34,0.17500000000000002,60.0,212.0,0.17774259765625,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,840.0,0.01,0.3,0.155,2.0,66.0,0.18421225952148437,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,845.0,0.01,0.7,0.355,590.0,384.0,0.22376264526367184,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,850.0,0.0,0.68,0.34,35.0,131.0,0.23316196533203126,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,855.0,0.0,0.67,0.335,1.0,203.0,0.2430495617675781,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,860.0,0.0,0.38,0.19,2.0,107.0,0.23072058349609376,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,865.0,0.0,0.47,0.235,1.0,56.0,0.24829853271484376,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,870.0,0.0,0.52,0.26,2.0,53.0,0.2622144091796875,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,875.0,0.0,0.56,0.28,1.0,12.0,0.2751537329101562,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,880.0,0.0,0.59,0.295,14.0,29.0,0.2872385729980468,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,885.0,0.0,0.62,0.31,1.0,3.0,0.29920134399414056,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,890.0,0.0,0.65,0.325,6.0,6.0,0.31116411499023433,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,895.0,0.0,0.01,0.005,1.0,9.0,0.1992267578125,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,900.0,0.0,0.52,0.26,4.0,3.0,0.3186103295898437,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,910.0,0.0,0.53,0.265,,10.0,0.3375310388183594,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,915.0,0.0,0.53,0.265,47.0,72.0,0.3464420825195312,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,920.0,0.0,0.5,0.25,,30.0,0.35205726074218746,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,925.0,0.0,0.52,0.26,1.0,2.0,0.3629214099121094,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,C,930.0,,0.53,,,1.0,0.37256486816406253,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,500.0,0.03,0.67,0.35000000000000003,52.0,1106.0,0.72070591796875,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,505.0,0.02,0.08,0.05,30.0,132.0,0.5722699023437501,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,510.0,0.04,0.67,0.35500000000000004,64.0,18.0,0.6914093359375001,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,515.0,0.04,0.69,0.365,20.0,10.0,0.6787141503906251,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,520.0,0.05,0.69,0.37,14.0,89.0,0.6650424121093752,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,525.0,0.05,0.69,0.37,33.0,65.0,0.65039412109375,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,530.0,0.05,0.27,0.16,1.0,27.0,0.5751995605468749,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,535.0,0.06,0.7,0.38,1.0,10.0,0.6235389208984375,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,540.0,0.06,0.71,0.385,2.0,7.0,0.6098671826171876,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,545.0,0.07,0.71,0.39,1.0,17.0,0.596683720703125,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,550.0,0.02,0.12,0.06999999999999999,1.0,204.0,0.50586431640625,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,555.0,0.08,0.72,0.39999999999999997,3.0,131.0,0.5698285205078125,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,560.0,0.08,0.73,0.40499999999999997,12.0,32.0,0.5566450585937501,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,565.0,0.09,0.74,0.415,1.0,7.0,0.5444381494140625,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,570.0,0.1,0.74,0.42,1.0,22.0,0.5312546875,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,575.0,0.03,0.75,0.39,1.0,43.0,0.5122119091796875,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,580.0,0.11,0.76,0.435,20.0,86.0,0.50586431640625,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,585.0,0.12,0.77,0.445,1.0,42.0,0.5356491748046875,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,590.0,0.13,0.17,0.15000000000000002,13.0,233.0,0.42383388671875,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,595.0,0.14,0.79,0.465,2.0,6.0,0.5085498364257812,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,600.0,0.15,0.3,0.22499999999999998,38.0,212.0,0.428716650390625,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,605.0,0.16,0.81,0.48500000000000004,2.0,92.0,0.481450498046875,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,610.0,0.17,0.82,0.495,2.0,30.0,0.4679008288574219,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,615.0,0.18,0.21,0.195,6.0,236.0,0.3723207299804688,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,620.0,0.05,0.85,0.45,300.0,499.0,0.4417780432128906,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,625.0,0.21,0.26,0.235,15.0,474.0,0.35767243896484374,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,630.0,0.23,0.28,0.255,80.0,121.0,0.348639326171875,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,635.0,0.25,0.9,0.575,10.0,52.0,0.4028380029296875,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,640.0,0.27,0.92,0.595,1.0,86.0,0.39014281738281253,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,645.0,0.27,0.36,0.315,2.0,92.0,0.3227606787109374,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,650.0,0.25,0.65,0.45,3.0,192.0,0.3403386279296875,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,655.0,0.34,1.0,0.67,9.0,151.0,0.35278967529296873,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,660.0,0.34,1.03,0.685,39.0,246.0,0.3403386279296875,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,665.0,0.4,0.71,0.5549999999999999,14.0,911.0,0.30445031494140623,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,670.0,0.44,0.7,0.57,20.0,1129.0,0.29004616210937495,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,675.0,0.35,1.14,0.7449999999999999,24.0,1763.0,0.3034737622070312,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,680.0,0.38,1.15,0.7649999999999999,13.0,650.0,0.28943581665039053,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,685.0,0.4,1.83,1.115,8.0,1468.0,0.30475548767089844,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,690.0,0.01,0.96,0.485,13.0,540.0,0.2507399145507812,765.1599731445312
2026-09-03 03:36:51.775415,2026-09-25,0.06214447693382166,P,695.0,0.11,1.42,0.765,27.0,3309.0,0.25751474914550787,765.1599731445312
